timestamp,url,tweet,replies,retweets,quotes,likes
2020-01-10 21:01,https://twitter.com/JoeBiden/status/1215740345113141248,"Make no mistake: the situation with Iran is a crisis of Donald Trump's own making. He brought us to the brink of war with no plan and no strategy.

He is the most erratic and incompetent commander in chief we've ever had. https://t.co/LkmJvh1FAn",2222,6325,426,24095
2020-01-11 00:05,https://twitter.com/JoeBiden/status/1215786650137055234,"Being a nation of immigrants is and has always been one of our greatest strengths. Our diversity has always made us stronger, but Donald Trump doesn’t get that. https://t.co/W8ORewXTYA",663,1371,83,6236
2020-01-11 01:31,https://twitter.com/JoeBiden/status/1215808474501844992,"Firefighters represent the best of America — courageous, selfless, and always answering the call to duty. I'm grateful to those who are heading to help our friends in Australia battle devastating wildfires. https://t.co/ncemFZLB6M",272,1735,62,9961
2020-01-11 17:45,https://twitter.com/JoeBiden/status/1216053407779360768,Members of Teamsters Local 104 are striking against ASARCO for their unfair labor practices—I called into the picket line to support them. Every company should provide its workers with the pay and benefits they've earned—especially one that pulls in over $1 billion in profits. https://t.co/Pm1EYxodmU,261,582,60,1950
2020-01-11 17:57,https://twitter.com/JoeBiden/status/1216056642313359361,Congratulations to President Tsai and the people of Taiwan for another successful election. You are stronger because of your free and open society. The United States should continue strengthening our ties with Taiwan and other like-minded democracies. https://t.co/NAt6ldYpRj,275,1651,82,8445
2020-01-11 19:36,https://twitter.com/JoeBiden/status/1216081341965590529,What kind of nation are we if we simply accept that kids learn active shooter drills with their ABCs? We have to take on the @NRA and pass common-sense gun safety reforms to protect our children. https://t.co/d76FxbwBuB,891,2540,166,9943
2020-01-11 21:26,https://twitter.com/JoeBiden/status/1216109024040476672,I've seen firsthand how hard our educators work for little pay and with few resources. They deserve better. It's time we support our educators by giving them the pay and dignity they deserve. https://t.co/d1o4WnUNrt,535,944,71,3817
2020-01-12 00:50,https://twitter.com/JoeBiden/status/1216160510183428096,"I want to congratulate my friend Iowa Attorney General Tom Miller on making history. I've known Tom for years, he has never been afraid to take on the tough fights and has always served with honor and integrity—Iowa and our nation are better because of it. https://t.co/plv5WDvUbc",172,343,10,1906
2020-01-12 18:10,https://twitter.com/JoeBiden/status/1216422087138693120,"Thank you for your endorsement, Mayor @EricGarcetti. I’m proud to walk with firefighters, Angelenos, and Americans. And today, I’m proud to walk with you. Let’s do this. https://t.co/I01t0L2wXI",232,750,33,3445
2020-01-12 18:21,https://twitter.com/JoeBiden/status/1216424855257534464,"Gracias por su apoyo, Mayor @EricGarcetti. Estoy orgulloso de caminar junto a los bomberos, los Angelenos, y los Americanos. Y hoy, me siento orgulloso de caminar junto a ti. Vamos. https://t.co/X0WRq7QEnD",214,211,23,926
2020-01-12 20:58,https://twitter.com/JoeBiden/status/1216464610318061577,"Trump’s reckless policies have needlessly endangered our interests in the Middle East. But none of us should be under any illusions about the Iranian regime, and the Iranian people — like all people everywhere — have the right to peaceful protest. The world should support them.",1424,2552,240,12940
2020-01-12 23:00,https://twitter.com/JoeBiden/status/1216495106037035011,"There’s enormous opportunity once we get rid of Donald Trump. We can:

- Address the climate emergency
- Build a more inclusive middle class
- Build on Obamacare
- Ensure our government works for everyone — not just the powerful",3335,7624,567,43524
2020-01-13 02:26,https://twitter.com/JoeBiden/status/1216546909579567104,Puerto Rico should not be treated any differently than if this happened anywhere else in America — it's wrong. We should be surging all the help that is needed to fix the damage done by the earthquakes. https://t.co/AIAuQy2Fjs,392,2683,91,10299
2020-01-13 16:26,https://twitter.com/JoeBiden/status/1216758302421352451,"Cory, you campaigned with joy and heart, and instead of just talking about bringing people together, you did it every day. You made our politics better just by running. Grateful to you and looking forward to your continued leadership.",783,4238,230,38098
2020-01-13 18:25,https://twitter.com/JoeBiden/status/1216788361198866434,"Come on. Your administration has been arguing in court to repeal protections for people with pre-existing conditions.

You're trying to take health care away from millions of people. The least you could do is be honest about it. https://t.co/T0XxHFgy44",1281,8357,391,29696
2020-01-13 20:25,https://twitter.com/JoeBiden/status/1216818448900263938,"Donald Trump has no strategy when it comes to Iran. No endgame. The only way out of his self-made crisis is through diplomacy — clear-eyed, hard-nosed diplomacy grounded in strategy, that's not about one-off decisions or one-upmanship. https://t.co/yfb8OE98Xu",936,1571,129,6097
2020-01-13 22:01,https://twitter.com/JoeBiden/status/1216842742145462275,"Transit workers are being attacked every day, often while buses are moving, putting bus drivers and riders in harm's way. That's why I strongly support the Transit Worker and Pedestrian Protection Act to protect our workers from harm while doing their job. https://t.co/4nbHsjtKRr",132,309,9,1277
2020-01-14 00:03,https://twitter.com/JoeBiden/status/1216873556241416193,"When we said to give us your tired, poor, and huddled masses, we absolutely did not mean ""unless they are fleeing violence."" https://t.co/OeIWRpPC8I",457,1271,57,5362
2020-01-14 01:05,https://twitter.com/JoeBiden/status/1216888913199013889,"The stakes of this election could not be higher. Eight years of Donald Trump will fundamentally alter the character of our nation. We can't let that happen.

We have to do everything in our power to make him a one-term president.",1263,2971,230,14779
2020-01-14 02:12,https://twitter.com/JoeBiden/status/1216906004308414465,"From day one, Donald Trump has been determined to roll back every environmental protection he could get his hands on.

At a time when the climate crisis is pushing our planet to the brink, we should strengthen protections — not weaken them. https://t.co/RPfnT2Fz9y",739,2606,136,8056
2020-01-14 03:10,https://twitter.com/JoeBiden/status/1216920521369096192,"I'm married to a teacher, I see firsthand how difficult it is. We've got to let educators do their job so our students can succeed - that means paying them the salaries they deserve and giving them the respect that they've earned. https://t.co/iRLj2DPa2o",403,1918,60,9386
2020-01-14 14:30,https://twitter.com/JoeBiden/status/1217091659076337664,"Why are you so obsessed with me, Mr. President? https://t.co/BbAawEvQo6",3832,9081,1150,44544
2020-01-14 18:05,https://twitter.com/JoeBiden/status/1217145604691771392,"We’re in a battle for the soul of our nation — and Donald Trump is poison to our soul. He has:

- Fanned the flames of hatred and bigotry
- Embraced dictators
- Ripped children from their parents' arms
- Degraded our national character

We have to get him out of the White House.",2654,7776,453,35409
2020-01-14 21:34,https://twitter.com/JoeBiden/status/1217198381812080643,"Donald Trump has once again sided with corporations over American workers by making it easier for them to get away with wage theft and overtime violations.

It's time we put workers' rights over corporate greed and ensure everyone has the workplace protections they deserve. https://t.co/6SgkalkZCT",349,1579,43,4426
2020-01-15 01:01,https://twitter.com/JoeBiden/status/1217250530164183040,So much of what’s tearing this country apart can be fixed if we treat each other with basic dignity and respect once again. That starts with having a president who leads by example. https://t.co/izfs0K7Jk0,392,1367,74,6665
2020-01-15 01:45,https://twitter.com/JoeBiden/status/1217261367234711552,"I’m about to step on stage for tonight’s #DemDebate in Iowa. Make sure to follow along here and on @TeamJoe for updates throughout the night, and tune in to @CNN at 9 PM ET to watch live!",354,275,37,1551
2020-01-15 02:10,https://twitter.com/JoeBiden/status/1217267798025568256,In 2009 President Obama asked me to oversee our effort to bring home our combat troops. I’ll put my record and my judgment up against anyone in terms of who is the right person to be Commander in Chief. #DemDebate,197,313,28,1291
2020-01-15 02:15,https://twitter.com/JoeBiden/status/1217268959508078592,"When Trump discarded the Iran nuclear deal he promised it would produce a “better” one and curb Iranian aggression—the reverse happened. Iran has restarted its nuclear program and become more provocative. I’ll return to smart, disciplined diplomacy to address the threats we face.",92,284,14,1040
2020-01-15 02:17,https://twitter.com/JoeBiden/status/1217269640893734912,No one should shed a tear for Qassem Soleimani. But Trump’s reckless escalation and thoughtless withdrawal from the Iran nuclear deal has made America less safe. We need a return to diplomacy and a steady hand at the wheel to navigate an increasingly dangerous world. #DemDebate,217,594,31,2505
2020-01-15 02:20,https://twitter.com/JoeBiden/status/1217270360443424768,There’s a big difference between sending tens of thousands of American combat troops to the Middle East indefinitely – which I oppose and will end – and using small teams of special forces to support local forces doing the fighting to advance our common security. #DemDebate,119,252,25,922
2020-01-15 02:22,https://twitter.com/JoeBiden/status/1217270827873460226,No president can take our country to war without the informed consent of the American people. #DemDebate,233,407,28,2164
2020-01-15 02:35,https://twitter.com/JoeBiden/status/1217273974427652097,"I wouldn’t meet with Kim Jong Un without pre-conditions. By meeting with him, Donald Trump gave Kim Jong Un what he was looking for: legitimacy. I will work closely with our allies and hold China accountable for its lack of pressure on the Kim regime’s bad behavior. #DemDebate",333,420,47,2106
2020-01-15 02:42,https://twitter.com/JoeBiden/status/1217275855401103360,"If we don’t write the global rules of the road for trade, cyber, climate change, and so much more, they may be written by China or other nations that don’t share our values. #DemDebate",96,255,17,996
2020-01-15 03:00,https://twitter.com/JoeBiden/status/1217280340114448384,"I’ve been very clear about what my health care plan would do: Build on Obamacare by giving Americans more choice, reducing health care costs, and making our health care system easier to navigate. #DemDebate",207,388,32,1659
2020-01-15 03:04,https://twitter.com/JoeBiden/status/1217281361247178752,Medicare should be able to negotiate prices with drug companies. #DemDebate,92,232,18,1055
2020-01-15 03:16,https://twitter.com/JoeBiden/status/1217284316973207553,"Under the Biden administration, labor and environmental groups will be at the table to negotiate trade agreements. Period. https://t.co/gKXwU2SpVu",77,260,17,988
2020-01-15 03:23,https://twitter.com/JoeBiden/status/1217286036092604417,"Make no mistake, the situation with Iran is a crisis of Donald Trump’s own making. He claimed walking away from the Iran deal would deter Iranian aggression and result in a better deal. He failed on both accounts. https://t.co/S2nsclIN1B",221,455,20,1660
2020-01-15 03:34,https://twitter.com/JoeBiden/status/1217288891625025537,Child care is personal to me: I was a single parent as a young senator. I commuted home to Delaware every night to tuck my kids into bed. Child care should be affordable for every parent. #DemDebate,234,567,34,3118
2020-01-15 03:38,https://twitter.com/JoeBiden/status/1217289913969840130,"Republicans have savaged my only surviving son. They’ve spread lies about me that networks won’t even carry. It doesn’t matter if they go after me.

As President of the United States, I have to be able to not only fight — I have to heal. And that’s what I’ll do if I’m elected.",7181,6322,1192,39378
2020-01-15 04:03,https://twitter.com/JoeBiden/status/1217296167870115841,"Look, I’ve been the object of Donald Trump’s affection now more than anyone else on this stage. I’ve taken all the hits he’s delivered, and I’m only getting stronger in the polls. #DemDebate",512,1439,73,8396
2020-01-15 04:14,https://twitter.com/JoeBiden/status/1217298932151263232,"With just 20 days until the Iowa Caucus, we need your help to fuel our campaign. Every donation—big or small—goes a long way in this homestretch.

If you liked what you heard at tonight's #DemDebate, please chip in what you can to keep our momentum going: https://t.co/oHhLJeow4L",125,197,9,573
2020-01-15 04:16,https://twitter.com/JoeBiden/status/1217299473128443904,"This is the United States of America. There’s not a single thing beyond our capacity, if we do it together. Let’s go do it. #DemDebate",499,696,90,3936
2020-01-15 05:45,https://twitter.com/JoeBiden/status/1217321765174759424,"I just got off the debate stage in Iowa, where we're in the homestretch before the caucus. With just 19 days left, every dollar counts.

Chip in if you're ready to take back this country and make Donald Trump a one-term president: https://t.co/dZBws0E8HE https://t.co/DJDvE02g5l",581,485,51,2114
2020-01-15 17:06,https://twitter.com/JoeBiden/status/1217493376267886594,"Historically Black Colleges and Universities have always been the heartbeat of our country’s fight for justice. That’s why I’ll invest $70 billion in HBCUs and Minority-Serving Institutions.

When HBCUs rise, we all rise—join HBCU Students for Biden today: https://t.co/oZQOh9KPTt https://t.co/HqlwjwgeTU",296,780,152,2501
2020-01-15 18:40,https://twitter.com/JoeBiden/status/1217516800369405952,"Cornell is right — everything is at stake this November. We have to get Donald Trump out of the White House and unite this country. Because if we come together and act as one America, there is nothing that we can't accomplish. https://t.co/RkNCr4M0ag",351,766,44,2904
2020-01-15 20:40,https://twitter.com/JoeBiden/status/1217546999433744386,"I'm ready to debate Donald Trump on the economy. The American people are getting clobbered, and the wealthy are the only ones doing well. We have to rebuild the middle class, and this time, make sure everyone comes along. https://t.co/C36Kym6X8J",860,975,119,4054
2020-01-15 22:15,https://twitter.com/JoeBiden/status/1217570907176046592,"I’m proud that today, our campaign is launching HBCU Students for Biden. This program will be dedicated to helping HBCU students throughout the country learn how to organize for our campaign. 

Sign up here: https://t.co/uDMyQf9hHx https://t.co/blPhAsMK1m",106,185,13,632
2020-01-15 23:05,https://twitter.com/JoeBiden/status/1217583673282789377,"This seems like a great reason to rejoin the Paris Agreement, @realDonaldTrump. https://t.co/HHI4KUokcF",343,1595,37,8544
2020-01-16 00:30,https://twitter.com/JoeBiden/status/1217604963825848320,"My thoughts and prayers are with Mustafa Kassem's family at this difficult time. His death, after six years in an Egyptian jail, is an outrage. Americans unjustly detained anywhere in the world deserve our government’s full support and relentless efforts to secure their release. https://t.co/aWpCb3VJHO",172,574,24,2141
2020-01-16 01:05,https://twitter.com/JoeBiden/status/1217613689068642305,"I'm more optimistic about our future today than I was when I got elected to the Senate as a 29-year-old. If we come together and unite this country, there's not a single thing we can't do. https://t.co/LGNHTgei6W",693,1068,101,5285
2020-01-16 02:38,https://twitter.com/JoeBiden/status/1217637216937267206,"America has never lived up to our promise of equality for all, but we've never stopped trying. Virginia brought us closer to that highest ideal today by ratifying the long overdue #ERA.

Women's rights should be explicitly in our Constitution—not left to the whims of legislators. https://t.co/F4E4PYEo0f",263,578,32,2731
2020-01-16 17:41,https://twitter.com/JoeBiden/status/1217864525640278020,"If true, this constitutes an unprecedented attack on our Foreign Service. Amb. Yovanovitch spent her life advancing U.S. interests, only to be defamed by this administration. Our diplomats deserve better. It's inexcusable that Sec. Pompeo won't defend them. https://t.co/R3rCeQEKX9",232,1417,34,5383
2020-01-16 19:30,https://twitter.com/JoeBiden/status/1217891772862468096,The character of our nation is on the ballot in this election. We are so much better than who Donald Trump thinks we are — and we have to prove that this November. https://t.co/dToLAHQ2Hd,437,701,58,3132
2020-01-16 21:15,https://twitter.com/JoeBiden/status/1217918195115257856,A president has to be able to not only fight — but heal and bring our country together. I promise you that’s what I will do if I’m elected. https://t.co/MiRb0eGq9H,472,718,53,3189
2020-01-16 22:30,https://twitter.com/JoeBiden/status/1217937084876513282,Voting is a right. https://t.co/Ch2ZCfLqXz,534,1516,68,8031
2020-01-17 00:09,https://twitter.com/JoeBiden/status/1217962049726226433,"Let's be clear: white supremacy, racism, and violence have no place in America. We have to root out these evils and give hate no safe harbor. If we stand together, we will win the battle for the soul of our nation. https://t.co/A5NlIcOPZr",371,1719,54,7179
2020-01-17 00:45,https://twitter.com/JoeBiden/status/1217971138162298881,"America’s farmers have had enough of your empty promises, Mr. President. https://t.co/nsOyktOqkR https://t.co/9NSJj7pRjY",259,717,36,2246
2020-01-17 01:30,https://twitter.com/JoeBiden/status/1217982368499236864,Hate never goes away; it just hides. And when leaders give it oxygen — as Donald Trump has done — it comes roaring back. https://t.co/NsCSRzlWlk,746,2146,142,8180
2020-01-17 13:55,https://twitter.com/JoeBiden/status/1218169872791764994,"This isn't just about who I am, this is about who we are as a country. We're tough, resilient, but always full of hope. With every fiber in my being, I believe there’s not a single thing we can't do—if we do it together. https://t.co/GfPWX1VTvH",1122,3337,302,14238
2020-01-17 18:56,https://twitter.com/JoeBiden/status/1218245602623909890,"It is a moral failing when children are ripped from their parents' arms, locked away in overcrowded detention centers, and denied toothbrushes and soap.

We have to end Donald Trump's cruel policies and build a fair and humane immigration system.",1335,2705,222,11660
2020-01-17 21:33,https://twitter.com/JoeBiden/status/1218285113164824577,"Minnesota — early voting is now open! Don’t wait until March 3rd to cast your ballot, head to the polls and be one of the first in the nation to make your voice heard in the primary.

Find everything you need to know here: https://t.co/WGNqS2VPDH https://t.co/PfCV0FiHLq",103,327,18,887
2020-01-17 22:10,https://twitter.com/JoeBiden/status/1218294441255014403,No malarkey here. https://t.co/7ODeSCfYMu,317,409,60,1711
2020-01-17 22:54,https://twitter.com/JoeBiden/status/1218305640042504192,"Donald Trump says he prefers war heroes who ""weren't captured."" He attacks Gold Star families. Now he calls our generals “losers,"" “babies” and “dopes.""

He degrades the office he holds every day. https://t.co/mvLLdHCzRz",1102,5117,345,17346
