Date,Open,High,Low,Close,Adj Close,Volume
2019-06-25,46.130001,46.529999,45.430000,46.139999,43.826214,20814000
2019-06-26,46.209999,46.279999,45.779999,45.799999,43.503262,17106800
2019-06-27,46.220001,46.529999,46.110001,46.290001,43.968689,13391600
2019-06-28,46.810001,47.700001,46.799999,47.320000,44.947037,31030900
2019-07-01,47.880001,48.119999,47.400002,47.689999,45.298481,15122100
2019-07-02,47.520000,47.799999,46.919998,47.230000,44.861546,12107200
2019-07-03,47.299999,47.790001,46.980000,47.660000,45.269989,10438400
2019-07-05,48.099998,48.189999,47.669998,47.770000,45.374474,10801600
2019-07-08,47.400002,47.990002,47.310001,47.529999,45.146507,13189300
2019-07-09,47.299999,47.889999,47.209999,47.830002,45.431469,12595000
2019-07-10,47.669998,47.810001,47.040001,47.150002,44.785564,12784900
2019-07-11,47.209999,47.580002,47.060001,47.139999,44.776062,19751400
2019-07-12,47.119999,47.419998,46.919998,47.360001,44.985035,12792600
2019-07-15,47.400002,47.450001,46.439999,46.709999,44.367626,21338400
2019-07-16,46.720001,46.970001,45.220001,45.299999,43.028332,37548300
2019-07-17,45.200001,45.750000,45.139999,45.209999,42.942848,24502100
2019-07-18,45.220001,46.020000,45.189999,45.820000,43.522255,19412500
2019-07-19,45.959999,46.410000,45.860001,46.029999,43.721725,21847900
2019-07-22,45.889999,46.549999,45.770000,46.480000,44.149162,17972100
2019-07-23,46.680000,47.590000,46.660000,47.200001,44.833054,21150200
2019-07-24,47.299999,48.470001,47.279999,48.450001,46.020370,29357200
2019-07-25,48.520000,48.740002,48.009998,48.090000,45.678425,20562000
2019-07-26,48.150002,49.310001,48.070000,49.299999,46.827747,21641500
2019-07-29,49.380001,49.570000,48.180000,48.279999,45.858894,19148600
2019-07-30,48.009998,48.590000,47.889999,48.549999,46.115356,14207000
2019-07-31,48.259998,48.980000,48.110001,48.410000,45.982380,23422800
2019-08-01,48.410000,48.639999,46.950001,47.060001,44.700081,22668600
2019-08-02,47.110001,47.610001,46.369999,47.439999,45.061020,20159000
2019-08-05,46.500000,46.799999,45.849998,46.139999,43.826214,27113500
2019-08-06,46.610001,47.029999,45.820000,46.930000,44.576599,19446100
2019-08-07,46.070000,46.150002,45.230000,45.810001,43.512760,27830000
2019-08-08,45.689999,46.639999,45.549999,46.400002,44.569359,20671300
2019-08-09,46.020000,46.660000,45.750000,46.299999,44.473305,19786100
2019-08-12,45.509998,45.910000,45.330002,45.430000,43.637634,16460500
2019-08-13,45.610001,46.419998,45.259998,45.959999,44.146721,16649100
2019-08-14,45.020000,45.099998,43.939999,43.970001,42.235233,28786700
2019-08-15,44.299999,44.500000,43.340000,43.380001,41.668510,27900000
2019-08-16,43.740002,44.540001,43.630001,44.389999,42.638664,21196600
2019-08-19,45.130001,45.470001,44.930000,45.250000,43.464733,15378100
2019-08-20,45.040001,45.040001,44.630001,44.680000,42.917221,13345800
2019-08-21,44.959999,45.279999,44.810001,45.000000,43.224598,13513700
2019-08-22,45.330002,45.830002,45.060001,45.619999,43.820133,14703900
2019-08-23,45.200001,45.650002,44.090000,44.419998,42.667480,21152500
2019-08-26,44.709999,45.000000,44.490002,44.980000,43.205383,15973100
2019-08-27,45.230000,45.330002,44.430000,44.750000,42.984463,15038200
2019-08-28,44.639999,45.779999,44.490002,45.470001,43.676056,14740000
2019-08-29,46.000000,46.490002,45.779999,46.189999,44.367649,16196600
2019-08-30,46.540001,46.900002,46.410000,46.570000,44.732655,15250600
2019-09-03,46.310001,46.340000,45.480000,46.090000,44.271595,17224200
2019-09-04,46.540001,46.700001,46.279999,46.500000,44.665417,17123100
2019-09-05,47.310001,48.169998,47.299999,47.619999,45.741226,19243400
2019-09-06,47.580002,47.770000,47.099998,47.150002,45.289772,18846100
2019-09-09,47.320000,48.639999,46.889999,48.410000,46.500061,27651400
2019-09-10,48.070000,48.930000,48.070000,48.310001,46.404011,25822400
2019-09-11,48.290001,48.980000,47.790001,48.849998,46.922699,19190000
2019-09-12,48.520000,49.080002,48.220001,48.650002,46.730595,24305900
2019-09-13,49.009998,49.360001,48.660000,48.919998,46.989937,25142400
2019-09-16,48.459999,49.000000,48.400002,48.980000,47.047569,17759700
2019-09-17,48.700001,48.860001,48.310001,48.759998,46.836246,18346100
2019-09-18,48.630001,49.209999,48.430000,48.930000,46.999546,20511700
2019-09-19,48.990002,49.310001,48.869999,48.910000,46.980335,16887500
2019-09-20,49.070000,49.299999,48.610001,48.630001,46.711384,30229400
2019-09-23,48.320000,49.090000,48.310001,48.959999,47.028358,20603400
2019-09-24,48.980000,49.220001,48.470001,48.650002,46.730595,21629300
2019-09-25,48.730000,49.540001,48.650002,49.259998,47.316525,21313100
2019-09-26,49.250000,49.369999,48.820000,48.869999,46.941910,19984000
2019-09-27,50.400002,51.410000,50.250000,50.709999,48.709316,59467400
2019-09-30,50.770000,50.849998,50.060001,50.439999,48.449970,26897100
2019-10-01,50.650002,50.779999,49.000000,49.060001,47.124416,27249300
2019-10-02,48.720001,49.040001,48.369999,48.470001,46.557693,23515900
2019-10-03,48.299999,48.509998,47.320000,48.480000,46.567299,20212200
2019-10-04,48.660000,49.250000,48.529999,49.209999,47.268497,15779500
2019-10-07,48.950001,49.290001,48.750000,48.810001,46.884281,15691900
2019-10-08,48.250000,48.349998,47.540001,47.820000,45.933342,19734000
2019-10-09,48.169998,48.419998,48.080002,48.150002,46.250317,13467800
2019-10-10,48.330002,49.070000,48.160000,48.650002,46.730595,18267800
2019-10-11,49.459999,49.919998,49.150002,49.209999,47.268497,23024600
2019-10-14,49.090000,49.450001,48.980000,49.270000,47.326130,16870500
2019-10-15,49.279999,51.250000,48.779999,50.110001,48.132988,38478400
2019-10-16,50.040001,50.279999,49.450001,49.590000,47.633503,23728400
2019-10-17,49.980000,50.169998,49.480000,49.610001,47.652718,20560100
2019-10-18,49.340000,50.220001,49.320000,49.970001,47.998512,21199500
2019-10-21,50.279999,50.500000,50.180000,50.459999,48.469185,19409100
2019-10-22,50.439999,51.020000,50.230000,50.619999,48.622868,18526900
2019-10-23,50.720001,50.970001,50.570000,50.930000,48.920639,14173700
2019-10-24,50.660000,51.200001,50.660000,51.099998,49.083931,16695400
2019-10-25,51.080002,51.730000,51.000000,51.570000,49.535389,17433300
2019-10-28,51.939999,52.049999,51.570000,51.650002,49.612232,23914800
2019-10-29,51.500000,52.360001,51.500000,52.169998,50.111713,21063000
2019-10-30,51.880001,52.279999,51.619999,52.029999,49.977238,16155900
2019-10-31,51.770000,52.029999,51.150002,51.630001,49.593021,18814700
2019-11-01,52.130001,52.290001,51.910000,52.180000,50.121323,16359100
2019-11-04,52.580002,52.799999,52.240002,52.720001,50.640015,17559900
2019-11-05,52.740002,53.500000,52.740002,53.299999,51.197132,25965300
2019-11-06,53.290001,53.840000,53.169998,53.799999,51.677410,22051100
2019-11-07,53.779999,54.400002,53.779999,54.000000,52.365925,23452500
2019-11-08,53.830002,54.230000,53.560001,54.099998,52.462894,14722100
2019-11-11,53.790001,54.139999,53.730000,54.049999,52.414410,10659400
2019-11-12,53.750000,54.240002,53.619999,54.220001,52.579266,15187600
2019-11-13,53.810001,53.900002,53.209999,53.290001,51.677410,16846800
2019-11-14,53.220001,53.560001,53.099998,53.490002,51.871357,16491400
2019-11-15,53.779999,53.939999,53.430000,53.799999,52.171978,15225300
2019-11-18,53.840000,54.110001,53.650002,54.000000,52.365925,14374600
2019-11-19,54.099998,54.330002,53.869999,54.029999,52.395016,14434100
2019-11-20,53.730000,53.860001,53.250000,53.540001,51.919846,14994700
2019-11-21,53.840000,53.930000,53.340000,53.560001,51.939240,16186100
2019-11-22,53.900002,54.349998,53.810001,54.279999,52.637447,13823400
2019-11-25,54.529999,54.529999,54.040001,54.209999,52.569569,15561000
2019-11-26,54.110001,54.119999,53.730000,53.810001,52.181675,18078900
2019-11-27,54.150002,54.400002,54.009998,54.340000,52.695633,16352900
2019-11-29,54.070000,54.750000,54.070000,54.459999,52.812004,10508600
2019-12-02,54.310001,54.439999,53.549999,53.619999,51.997421,20252700
2019-12-03,53.009998,53.049999,52.169998,52.580002,50.988895,25560700
2019-12-04,52.599998,53.480000,52.540001,53.240002,51.628922,18867400
2019-12-05,53.410000,53.529999,53.099998,53.230000,51.619225,13499700
2019-12-06,53.860001,54.410000,53.689999,54.369999,52.724724,18325700
2019-12-09,54.169998,54.549999,53.910000,53.919998,52.288342,15070800
2019-12-10,53.490002,53.869999,53.380001,53.689999,52.065304,15959100
2019-12-11,53.740002,53.980000,53.070000,53.169998,51.561039,16834200
2019-12-12,53.369999,54.549999,53.099998,54.360001,52.715031,19119500
2019-12-13,54.049999,54.419998,53.430000,53.790001,52.162277,19179300
2019-12-16,54.240002,54.560001,54.220001,54.220001,52.579266,19793500
2019-12-17,54.110001,54.509998,53.990002,54.340000,52.695633,16723400
2019-12-18,54.459999,54.459999,53.630001,53.669998,52.045906,18857000
2019-12-19,53.740002,53.830002,53.419998,53.630001,52.007122,18133300
2019-12-20,54.049999,54.049999,53.070000,53.330002,51.716198,66318000
2019-12-23,53.340000,54.000000,53.250000,53.810001,52.181675,17637700
2019-12-24,53.950001,54.040001,53.740002,53.820000,52.191368,4635500
2019-12-26,54.049999,54.389999,53.950001,54.150002,52.511387,12517100
2019-12-27,54.290001,54.320000,53.869999,53.919998,52.288342,9892000
2019-12-30,54.169998,54.259998,53.500000,53.599998,51.978027,10900500
2019-12-31,53.529999,53.820000,53.459999,53.799999,52.171978,12566000
2020-01-02,53.849998,54.040001,53.509998,53.750000,52.123489,16803100
2020-01-03,53.110001,53.619999,52.900002,53.419998,51.803471,15608800
2020-01-06,52.740002,53.200001,52.720001,53.099998,51.493156,13200300
2020-01-07,53.049999,53.049999,52.470001,52.660000,51.066471,13278600
2020-01-08,52.840000,53.330002,52.799999,52.820000,51.221634,16585600
2020-01-09,53.200001,53.200001,52.480000,52.730000,51.134354,20817400
2020-01-10,52.790001,52.900002,52.480000,52.500000,50.911312,13777600
2020-01-13,52.500000,52.500000,51.830002,52.110001,50.533115,25197600
2020-01-14,50.230000,50.740002,49.250000,49.299999,47.808147,56668300
2020-01-15,48.830002,48.840000,47.980000,48.320000,46.857803,47148000
2020-01-16,48.459999,49.320000,47.840000,49.250000,47.759659,37020200
2020-01-17,49.369999,49.419998,48.529999,49.180000,47.691780,29669200
2020-01-21,49.090000,49.880001,48.799999,48.939999,47.459042,30858300
2020-01-22,49.029999,49.090000,48.290001,48.560001,47.090542,20367700
2020-01-23,48.389999,48.450001,47.980000,48.220001,46.760834,17297900
2020-01-24,48.189999,48.209999,47.180000,47.570000,46.130497,21239600
2020-01-27,46.889999,47.419998,46.740002,47.099998,45.674721,18156200
2020-01-28,47.509998,47.790001,47.279999,47.369999,45.936550,16673300
2020-01-29,47.419998,47.900002,47.259998,47.270000,45.839581,16166300
2020-01-30,47.169998,47.950001,47.040001,47.910000,46.460213,14760200
2020-01-31,47.419998,47.450001,46.750000,46.939999,45.519562,23080400
2020-02-03,47.240002,47.720001,47.029999,47.119999,45.694115,15472000
2020-02-04,47.700001,47.840000,47.250000,47.259998,45.829876,14973300
2020-02-05,47.900002,48.400002,47.779999,48.310001,46.848110,20141800
2020-02-06,48.439999,48.500000,47.849998,47.980000,47.024521,18259200
2020-02-07,47.730000,48.000000,47.480000,47.840000,46.887310,13174600
2020-02-10,47.669998,47.860001,47.419998,47.770000,46.818703,18124800
2020-02-11,48.080002,48.340000,47.939999,47.990002,47.034325,13686100
2020-02-12,48.220001,48.490002,47.759998,47.790001,46.838306,16668100
2020-02-13,47.619999,48.180000,47.549999,48.119999,47.161732,12530000
2020-02-14,48.139999,48.320000,47.750000,48.220001,47.259743,15526400
2020-02-18,47.970001,48.119999,46.529999,46.990002,46.054237,22423800
2020-02-19,47.250000,47.349998,46.980000,47.090000,46.152245,15602500
2020-02-20,47.000000,47.410000,46.680000,47.340000,46.397266,15965500
2020-02-21,47.480000,47.849998,47.099998,47.700001,46.750099,21729100
2020-02-24,46.580002,46.950001,46.259998,46.389999,45.466187,23075900
2020-02-25,46.290001,46.669998,44.959999,45.119999,44.221474,31110100
2020-02-26,45.480000,45.650002,44.130001,44.139999,43.260990,27372600
2020-02-27,43.320000,44.320000,42.430000,42.470001,41.624249,41180000
2020-02-28,41.310001,41.869999,39.750000,40.849998,40.036507,71710100
2020-03-02,40.980000,42.279999,39.459999,42.259998,41.418430,44231200
2020-03-03,42.060001,42.900002,40.029999,40.529999,39.722881,45091000
2020-03-04,41.009998,41.430000,39.959999,41.400002,40.575558,33881500
2020-03-05,40.000000,40.009998,38.570000,38.900002,38.125343,45037900
2020-03-06,37.000000,37.680000,36.330002,37.090000,36.351387,56766500
2020-03-09,33.720001,34.480000,32.220001,32.480000,31.833189,53277200
2020-03-10,34.630001,35.080002,32.279999,35.080002,34.381416,40078700
2020-03-11,34.049999,34.270000,32.009998,32.330002,31.686180,44769500
2020-03-12,29.809999,30.860001,27.120001,27.200001,26.658337,68447600
2020-03-13,30.150000,31.760000,27.770000,30.889999,30.274853,78365700
2020-03-16,26.340000,29.230000,26.299999,26.500000,25.972277,57466700
2020-03-17,27.629999,30.620001,25.889999,29.629999,29.039946,58112800
2020-03-18,27.700001,28.889999,26.900000,28.120001,27.560017,51904100
2020-03-19,27.660000,29.110001,26.290001,28.290001,27.726631,53123500
2020-03-20,28.680000,28.750000,26.180000,26.500000,25.972277,73915800
2020-03-23,26.260000,26.870001,25.110001,25.250000,24.747169,47064100
2020-03-24,26.959999,29.170000,26.330000,28.920000,28.344084,48630300
2020-03-25,29.000000,30.299999,27.770000,28.969999,28.393087,53341100
2020-03-26,29.330000,31.389999,29.080000,30.900000,30.284655,45494700
2020-03-27,30.020000,31.290001,29.080000,30.280001,29.677002,38942800
2020-03-30,30.360001,30.480000,28.889999,29.920000,29.324171,41232800
2020-03-31,29.410000,29.750000,28.160000,28.700001,28.128466,36920300
2020-04-01,27.020000,27.370001,26.200001,26.570000,26.040882,48497400
2020-04-02,26.469999,27.530001,26.379999,27.219999,26.677938,33113500
2020-04-03,27.000000,27.360001,25.910000,26.230000,25.707653,32735800
2020-04-06,27.410000,28.830000,27.400000,28.629999,28.059858,36056100
2020-04-07,30.750000,30.780001,28.709999,28.770000,28.197073,39229900
2020-04-08,29.340000,30.480000,28.680000,30.280001,29.677002,42213700
2020-04-09,31.120001,33.910000,31.100000,33.200001,32.538853,62520600
2020-04-13,33.220001,33.240002,31.410000,31.430000,30.804100,36068900
2020-04-14,32.110001,32.500000,29.559999,30.180000,29.578993,64267100
2020-04-15,28.770000,29.110001,28.219999,28.440001,27.873644,41883900
2020-04-16,28.280001,28.280001,26.660000,26.889999,26.354509,52962100
2020-04-17,28.150000,28.780001,27.799999,28.379999,27.814837,46985000
2020-04-20,27.330000,28.889999,26.920000,27.680000,27.128778,45441600
2020-04-21,26.900000,27.250000,26.500000,26.840000,26.305506,41918700
2020-04-22,27.500000,27.580000,26.700001,26.799999,26.266302,28078400
2020-04-23,26.950001,27.209999,26.420000,26.530001,26.001680,38331500
2020-04-24,26.799999,27.290001,26.370001,26.920000,26.383913,35172700
2020-04-27,27.370001,28.580000,27.160000,28.410000,27.844240,39606100
2020-04-28,29.600000,29.920000,28.590000,28.870001,28.295080,35188000
2020-04-29,30.100000,30.459999,29.650000,30.000000,29.402576,38515200
2020-04-30,29.320000,29.610001,28.600000,29.049999,28.471495,29506100
2020-05-01,28.500000,28.530001,27.280001,27.590000,27.040571,35197600
2020-05-04,26.959999,27.450001,26.600000,27.350000,26.805349,34343900
2020-05-05,27.520000,27.799999,26.250000,26.320000,25.795860,56753400
2020-05-06,26.459999,26.650000,25.400000,25.610001,25.100000,57732900
2020-05-07,25.590000,26.100000,25.139999,25.230000,25.230000,52387000
2020-05-08,25.639999,25.780001,25.230000,25.430000,25.430000,53768800
2020-05-11,25.110001,25.230000,24.600000,24.780001,24.780001,51444200
2020-05-12,24.959999,25.270000,24.000000,24.040001,24.040001,53456100
2020-05-13,23.950001,23.950001,22.000000,22.049000,22.049000,42342474
